freq,psd_x,psd_y,psd_z,psd_xyz
182.3,3015.7,301.6,150.8,3317.3
182.4,3015.2,301.5,150.8,3316.7
182.5,3014.6,301.5,150.7,3316.1
182.6,3014.1,301.4,150.7,3315.5
182.7,3013.5,301.4,150.7,3314.9
182.8,3013.0,301.3,150.7,3314.3
182.9,3012.5,301.2,150.6,3313.7
183.0,3011.9,301.2,150.6,3313.1
183.1,3011.4,301.1,150.6,3312.5
183.2,3010.9,301.1,150.5,3312.0
183.3,3010.3,301.0,150.5,3311.4
183.4,3009.8,301.0,150.5,3310.8
183.5,3009.3,300.9,150.5,3310.2
183.6,3008.8,300.9,150.4,3309.7
183.7,3008.3,300.8,150.4,3309.1
183.8,3007.8,300.8,150.4,3308.5
183.9,3007.3,300.7,150.4,3308.0
184.0,3006.8,300.7,150.3,3307.4
184.1,3006.3,300.6,150.3,3306.9
184.2,3005.8,300.6,150.3,3306.3
184.3,3005.3,300.5,150.3,3305.8
184.4,3004.8,300.5,150.2,3305.3
184.5,3004.3,300.4,150.2,3304.7
184.6,3003.8,300.4,150.2,3304.2
184.7,3003.3,300.3,150.2,3303.7
184.8,3002.9,300.3,150.1,3303.1
184.9,3002.4,300.2,150.1,3302.6
185.0,3001.9,300.2,150.1,3302.1
185.1,3001.4,300.1,150.1,3301.6
185.2,3001.0,300.1,150.0,3301.1
185.3,3000.5,300.1,150.0,3300.6
185.4,3000.1,300.0,150.0,3300.1
185.5,2999.6,300.0,150.0,3299.6
185.6,2999.1,299.9,150.0,3299.1
185.7,2998.7,299.9,149.9,3298.6
185.8,2998.3,299.8,149.9,3298.1
185.9,2997.8,299.8,149.9,3297.6
186.0,2997.4,299.7,149.9,3297.1
186.1,2996.9,299.7,149.8,3296.6
186.2,2996.5,299.6,149.8,3296.1
186.3,2996.1,299.6,149.8,3295.7
186.4,2995.6,299.6,149.8,3295.2
186.5,2995.2,299.5,149.8,3294.7
186.6,2994.8,299.5,149.7,3294.3
186.7,2994.4,299.4,149.7,3293.8
186.8,2994.0,299.4,149.7,3293.3
186.9,2993.5,299.4,149.7,3292.9
187.0,2993.1,299.3,149.7,3292.4
187.1,2992.7,299.3,149.6,3292.0
187.2,2992.3,299.2,149.6,3291.5
187.3,2991.9,299.2,149.6,3291.1
187.4,2991.5,299.2,149.6,3290.7
187.5,2991.1,299.1,149.6,3290.2
187.6,2990.7,299.1,149.5,3289.8
187.7,2990.3,299.0,149.5,3289.4
187.8,2989.9,299.0,149.5,3288.9
187.9,2989.6,299.0,149.5,3288.5
188.0,2989.2,298.9,149.5,3288.1
188.1,2988.8,298.9,149.4,3287.7
188.2,2988.4,298.8,149.4,3287.3
188.3,2988.0,298.8,149.4,3286.9
188.4,2987.7,298.8,149.4,3286.4
188.5,2987.3,298.7,149.4,3286.0
188.6,2986.9,298.7,149.3,3285.6
188.7,2986.6,298.7,149.3,3285.2
188.8,2986.2,298.6,149.3,3284.8
188.9,2985.9,298.6,149.3,3284.5
189.0,2985.5,298.6,149.3,3284.1
189.1,2985.2,298.5,149.3,3283.7
189.2,2984.8,298.5,149.2,3283.3
189.3,2984.5,298.4,149.2,3282.9
189.4,2984.1,298.4,149.2,3282.5
189.5,2983.8,298.4,149.2,3282.2
189.6,2983.4,298.3,149.2,3281.8
189.7,2983.1,298.3,149.2,3281.4
189.8,2982.8,298.3,149.1,3281.1
189.9,2982.5,298.2,149.1,3280.7
190.0,2982.1,298.2,149.1,3280.3
190.1,2981.8,298.2,149.1,3280.0
190.2,2981.5,298.1,149.1,3279.6
190.3,2981.2,298.1,149.1,3279.3
190.4,2980.8,298.1,149.0,3278.9
190.5,2980.5,298.1,149.0,3278.6
190.6,2980.2,298.0,149.0,3278.2
190.7,2979.9,298.0,149.0,3277.9
190.8,2979.6,298.0,149.0,3277.6
190.9,2979.3,297.9,149.0,3277.2
191.0,2979.0,297.9,149.0,3276.9
191.1,2978.7,297.9,148.9,3276.6
191.2,2978.4,297.8,148.9,3276.3
191.3,2978.1,297.8,148.9,3275.9
191.4,2977.8,297.8,148.9,3275.6
191.5,2977.5,297.8,148.9,3275.3
191.6,2977.3,297.7,148.9,3275.0
191.7,2977.0,297.7,148.8,3274.7
191.8,2976.7,297.7,148.8,3274.4
191.9,2976.4,297.6,148.8,3274.1
192.0,2976.2,297.6,148.8,3273.8
192.1,2975.9,297.6,148.8,3273.5
192.2,2975.6,297.6,148.8,3273.2
192.3,2975.3,297.5,148.8,3272.9
192.4,2975.1,297.5,148.8,3272.6
192.5,2974.8,297.5,148.7,3272.3
192.6,2974.6,297.5,148.7,3272.0
192.7,2974.3,297.4,148.7,3271.7
192.8,2974.1,297.4,148.7,3271.5
192.9,2973.8,297.4,148.7,3271.2
193.0,2973.6,297.4,148.7,3270.9
193.1,2973.3,297.3,148.7,3270.6
193.2,2973.1,297.3,148.7,3270.4
193.3,2972.8,297.3,148.6,3270.1
193.4,2972.6,297.3,148.6,3269.8
193.5,2972.3,297.2,148.6,3269.6
193.6,2972.1,297.2,148.6,3269.3
193.7,2971.9,297.2,148.6,3269.1
193.8,2971.7,297.2,148.6,3268.8
193.9,2971.4,297.1,148.6,3268.6
194.0,2971.2,297.1,148.6,3268.3
194.1,2971.0,297.1,148.5,3268.1
194.2,2970.8,297.1,148.5,3267.8
194.3,2970.5,297.1,148.5,3267.6
194.4,2970.3,297.0,148.5,3267.4
194.5,2970.1,297.0,148.5,3267.1
194.6,2969.9,297.0,148.5,3266.9
194.7,2969.7,297.0,148.5,3266.7
194.8,2969.5,296.9,148.5,3266.4
194.9,2969.3,296.9,148.5,3266.2
195.0,2969.1,296.9,148.5,3266.0
195.1,2968.9,296.9,148.4,3265.8
195.2,2968.7,296.9,148.4,3265.6
195.3,2968.5,296.9,148.4,3265.4
195.4,2968.3,296.8,148.4,3265.1
195.5,2968.1,296.8,148.4,3264.9
195.6,2967.9,296.8,148.4,3264.7
195.7,2967.8,296.8,148.4,3264.5
195.8,2967.6,296.8,148.4,3264.3
195.9,2967.4,296.7,148.4,3264.1
196.0,2967.2,296.7,148.4,3263.9
196.1,2967.0,296.7,148.4,3263.7
196.2,2966.9,296.7,148.3,3263.6
196.3,2966.7,296.7,148.3,3263.4
196.4,2966.5,296.7,148.3,3263.2
196.5,2966.4,296.6,148.3,3263.0
196.6,2966.2,296.6,148.3,3262.8
196.7,2966.0,296.6,148.3,3262.6
196.8,2965.9,296.6,148.3,3262.5
196.9,2965.7,296.6,148.3,3262.3
197.0,2965.6,296.6,148.3,3262.1
197.1,2965.4,296.5,148.3,3262.0
197.2,2965.3,296.5,148.3,3261.8
197.3,2965.1,296.5,148.3,3261.6
197.4,2965.0,296.5,148.2,3261.5
197.5,2964.8,296.5,148.2,3261.3
197.6,2964.7,296.5,148.2,3261.2
197.7,2964.6,296.5,148.2,3261.0
197.8,2964.4,296.4,148.2,3260.9
197.9,2964.3,296.4,148.2,3260.7
198.0,2964.1,296.4,148.2,3260.6
198.1,2964.0,296.4,148.2,3260.4
198.2,2963.9,296.4,148.2,3260.3
198.3,2963.8,296.4,148.2,3260.1
198.4,2963.6,296.4,148.2,3260.0
198.5,2963.5,296.4,148.2,3259.9
198.6,2963.4,296.3,148.2,3259.7
198.7,2963.3,296.3,148.2,3259.6
198.8,2963.2,296.3,148.2,3259.5
198.9,2963.1,296.3,148.2,3259.4
199.0,2962.9,296.3,148.1,3259.2
199.1,2962.8,296.3,148.1,3259.1
199.2,2962.7,296.3,148.1,3259.0
199.3,2962.6,296.3,148.1,3258.9
199.4,2962.5,296.3,148.1,3258.8
199.5,2962.4,296.2,148.1,3258.7
199.6,2962.3,296.2,148.1,3258.6
199.7,2962.2,296.2,148.1,3258.5
199.8,2962.1,296.2,148.1,3258.3
199.9,2962.0,296.2,148.1,3258.2
